arxiv_id,titre,auteurs,annee,categories,url,pdf,doi,resume,score,axes,ia,requetes
2607.15232v1,In-Place Tokenizer Expansion for Pre-trained LLMs,Jimmy T. H. Smith; Tarek Dakhran; Alberto Cabrera; Simon S. Lee; Paul Pak; Aditya Tadimeti; Tim Seyde; Maxime Labonne,2026,"cs.CL, cs.AI, cs.LG, cs.CL",https://arxiv.org/abs/2607.15232,,,"A tokenizer fixed at the start of pre-training allocates vocabulary in proportion to the pre-training corpus, reflecting the deployment priorities at that time. When those priorities shift, languages added later are split into many more tokens per word, which can raise latency, compute, and energy consumption for users of those languages. Cloud models can afford a broad vocabulary because the embedding and LM-head matrices are a small fraction of their parameters. On a compact model those matrices are a material share of per-token decode bandwidth, so on-device models ship small vocabularies and accept fragmentation outside a fixed language set. We present tokenizer expansion, an in-place recipe for upgrading a pre-trained model's tokenizer when the model producer controls its design. We c",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all:"
2601.13345v1,FlipFlop: A Static Analysis-based Energy Optimization Framework for GPU Kernels,Saurabhsingh Rajput; Alexander Brandt; Vadim Elisseev; Tushar Sharma,2026,"cs.SE, cs.PF, cs.SE",https://arxiv.org/abs/2601.13345,,,"Artificial Intelligence (AI) applications, such as Large Language Models, are primarily driven and executed by Graphics Processing Units (GPUs). These GPU programs (kernels) consume substantial amounts of energy, yet software developers often lack the hardware expertise and ad hoc knowledge required to optimize for power efficiency. We propose FlipFlop, a framework using static code analysis to predict energy consumption and recommend Pareto-optimal thread block configurations considering both power consumption and execution time. Our framework requires no runtime execution and analyzes PTX code, a low-level instruction set for CUDA-enabled GPUs. It is validated across a diverse set of GPUs and kernels, including multi-head attention, convolution, and matrix multiplication. FlipFlop achiev",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all: | all:""energy efficiency"" AND all:""large langua | all:""power consumption"" AND all:GPU AND (all:"
2607.09385v1,STEEL: Sparsity-Aware Fused Attention for Energy-Efficient Long-Sequence Inference on AMD's XDNA NPU,Victor J. B. Jung; Gagandeep Singh; Joseph Melber; Kristof Denolf; Francesco Conti; Luca Benini,2026,"cs.DC, cs.AI, cs.PF, cs.DC",https://arxiv.org/abs/2607.09385,,,"The growing adoption of large language model-based agents within operating system workflows has increased the importance of energy-efficient inference on laptop-class systems-on-chip (SoCs). While cloud offloading remains common, it introduces reliability and privacy concerns that are particularly problematic for agentic workloads. Recent laptop SoCs, therefore, incorporate neural processing engines (NPUs) optimized for energy efficiency; however, effectively mapping attention mechanisms onto NPUs remains challenging due to architectural diversity and explicit data-movement programming models. In this work, we present STEEL, the first open-source implementation of FlashAttention targeting XDNA-like NPUs. STEEL introduces a dataflow formulation of prefill attention, enabling efficient explo",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all: | all:""energy efficiency"" AND all:""large langua"
2603.08893v1,"A Decentralized Frontier AI Architecture Based on Personal Instances, Synthetic Data, and Collective Context Synchronization",Jacek Małecki; Alexander Mathiesen-Ohman; Katarzyna Tworek,2026,"cs.HC, cs.HC",https://arxiv.org/abs/2603.08893,,,"Recent progress in artificial intelligence has been driven largely by the scaling of centralized large language models through increased parameters, datasets, and computational resources. While effective, this paradigm introduces structural constraints related to compute concentration, energy consumption, data availability, and governance. This paper proposes an alternative architectural approach through the H3LIX Decentralized Frontier Model Architecture (DFMA), a distributed AI framework in which locally operating AI instances generate synthetic learning signals derived from reasoning processes and interactions. These signals are aggregated within a shared contextual substrate termed the Collective Context Field (CCF), which conditions reasoning behavior across the network without requir",4,"energie, methodo",True,"all:""energy consumption"" AND (all:LLM OR all: | all:""green AI"" OR all:""sustainable AI"" OR all"
2603.20223v1,Inference Energy and Latency in AI-Mediated Education: A Learning-per-Watt Analysis of Edge and Cloud Models,Kushal Khemani,2026,"cs.CY, cs.AI, cs.LG, cs.CY",https://arxiv.org/abs/2603.20223,,,"Immediate feedback is a foundational requirement of effective AI-mediated learning, yet the energy and latency costs of delivering it remain largely unexamined. This study investigates the latency-energy-learning trade-off in AI tutoring through an empirical comparison of two on-device inference configurations of Microsoft Phi-3 Mini (4k-instruct) on an NVIDIA T4 GPU: full-precision FP16 and 4-bit NormalFloat (NF4) quantisation. Both were evaluated under KV-cache-enabled inference across 500 educational prompts spanning five secondary school subject domains. Pedagogical quality was assessed for each of the 1000 generated responses by a hybrid panel of 10 Cambridge International teachers and three frontier AI systems using a four-dimension rubric. We introduce Learning-per-Watt (LpW), a nov",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2607.25037v1,Ultra-Low-Energy Open-Circuit Fault Diagnosis for Three-Phase Inverters,Xiaoyi Lei; Fanfu Wu; Yunting Liu,2026,"eess.SY, eess.SY",https://arxiv.org/abs/2607.25037,,,"Embedded fault diagnosis in three-phase inverters must satisfy the sub-watt power budget of converter control hardware, but conventional convolutional neural network (CNN)-based methods require dense multiply-accumulate operations and impose substantial inference energy. This work proposes an event-driven neuromorphic framework for energy-efficient open-circuit (OC) fault diagnosis. A CNN trained on current-vector trajectory matrices is converted into a spiking neural network (SNN) and evaluated using the NengoLoihi framework with Loihi-based neuromorphic energy estimation. By exploiting the sparse structure of trajectory matrices, the SNN activates computation only in informative regions instead of processing the full feature map densely. Experiments on a three-phase inverter platform sho",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2603.07626v1,Accelerating Diffusion Models for Generative AI Applications with Silicon Photonics,Tharini Suresh; Salma Afifi; Sudeep Pasricha,2026,"cs.AR, cs.LG, cs.AR",https://arxiv.org/abs/2603.07626,,,"Diffusion models have revolutionized generative AI, with their inherent capacity to generate highly realistic state-of-the-art synthetic data. However, these models employ an iterative denoising process over computationally intensive layers such as UNets and attention mechanisms. This results in high inference energy on conventional electronic platforms, and thus, there is an emerging need to accelerate these models in a sustainable manner. To address this challenge, we present a novel silicon photonics-based accelerator for diffusion models. Experimental evaluations demonstrate that our photonic accelerator achieves at least 3x better energy efficiency and 5.5x throughput improvement compared to state-of-the-art diffusion model accelerators.",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2603.17280v2,The 1/W Law: An Analytical Study of Context-Length Routing Topology and GPU Generation Gains for LLM Inference Energy Efficiency,Huamin Chen; Xunzhuo Liu; Yuhan Liu; Junchen Jiang; Bowei He; Xue Liu,2026,"cs.DC, cs.DC",https://arxiv.org/abs/2603.17280,,,"How many tokens can a GPU inference cluster deliver per watt? Across deployments of identical hardware, the answer varies by 40x -- not because of software inefficiency, but because of the serving context window. We derive the 1/W law: tokens per watt halves every time the context window doubles. A larger context window shrinks the KV-cache concurrency limit while leaving GPU power draw roughly unchanged. At 64K context, an H100 holds 16 sequences in flight (tok/W = 1.5); at 4K context, the same H100 holds 256 sequences (tok/W = 17.6). Routing topology -- which determines the effective context window each GPU services -- is a more powerful energy lever than buying newer hardware. Working from published H100 power measurements, a calibrated logistic power model, and a roofline throughput mo",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2606.10294v1,LLM-Guided Neural Architecture Search for Robust Co-Design of Physical Neural Networks,Tyler King; Timothee Leleu,2026,"cs.LG, cs.AI, cs.AR, cs.NE, physics.comp-ph, cs.LG",https://arxiv.org/abs/2606.10294,,,"Deploying neural networks on unconventional hardware demands architectures that co-optimize task accuracy and platform-specific constraints such as energy cost, physical non-idealities, and numerical precision. Existing neural architecture search (NAS) methods are typically tailored to a single hardware family, limiting cross-platform comparison and generalization. We introduce Unconventional Hardware Neural Architecture Search (UH-NAS), a hardware-agnostic, LLM-guided NAS framework that integrates language models as evolutionary operators to co-optimize accuracy and inference energy. By exposing hardware as a swappable backend with per-platform energy models, physical constraints, and non-ideality simulators, UH-NAS enables fair system-level comparisons across various backends without mod",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2603.22727v1,Spiking Personalized Federated Learning for Brain-Computer Interface-Enabled Immersive Communication,Chen Shang; Dinh Thai Hoang; Diep N. Nguyen; Jiadong Yu,2026,"cs.LG, eess.SP, cs.LG",https://arxiv.org/abs/2603.22727,,,"This work proposes a novel immersive communication framework that leverages brain-computer interface (BCI) to acquire brain signals for inferring user-centric states (e.g., intention and perception-related discomfort), thereby enabling more personalized and robust immersive adaptation under strong individual variability. Specifically, we develop a personalized federated learning (PFL) model to analyze and process the collected brain signals, which not only accommodates neurodiverse brain-signal data but also prevents the leakage of sensitive brain-signal information. To address the energy bottleneck of continual on-device learning and inference on energy-limited immersive terminals (e.g., head-mounted display), we further embed spiking neural networks (SNNs) into the PFL. By exploiting spa",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2603.26483v1,EcoFair: Trustworthy and Energy-Aware Routing for Privacy-Preserving Vertically Partitioned Medical Inference,Mostafa Anoosha; Dhavalkumar Thakker; Kuniko Paxton; Koorosh Aslansefat; Bhupesh Kumar Mishra; Baseer Ahmad; Rameez Raja Kureshi,2026,"cs.LG, cs.LG",https://arxiv.org/abs/2603.26483,,,"Privacy-preserving medical inference must balance data locality, diagnostic reliability, and deployment efficiency. This paper presents EcoFair, a simulated vertically partitioned inference framework for dermatological diagnosis in which raw image and tabular data remain local and only modality-specific embeddings are transmitted for server-side multimodal fusion. EcoFair introduces a lightweight-first routing mechanism that selectively activates a heavier image encoder when local uncertainty or metadata-derived clinical risk indicates that additional computation is warranted. The routing decision combines predictive uncertainty, a safe--danger probability gap, and a tabular neurosymbolic risk score derived from patient age and lesion localisation. Experiments on three dermatology benchmar",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2606.23546v1,The Energy Consumption of Transformer Fine-Tuning: A Roofline-Inspired Scaling Model,Mansour Zoubeirou a Mayaki,2026,"cs.LG, cs.AI, cs.AR, cs.CL, cs.DC, cs.LG",https://arxiv.org/abs/2606.23546,,,"Transformer-based models underpin modern natural language processing but incur rapidly growing computational and energy costs. As training scales in both model size and parallelism, accurately predicting energy consumption has become critical for sustainable and cost-aware system design. We present a framework for modeling the energy consumption of Transformer training on multiple GPUs. Using controlled architectural sweeps of BERT models, we relate measured energy to lightweight proxies for compute, memory traffic, and hardware efficiency. Inspired by roofline models, our approach incorporates a speedup-based hardware-efficiency factor that captures the effects of tensor parallelism and fully sharded data parallelism. We derive a scaling law model that accurately predicts training energy ",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2601.17654v2,Kareus: Joint Reduction of Dynamic and Static Energy in Large Model Training,Ruofan Wu; Jae-Won Chung; Mosharaf Chowdhury,2026,"cs.LG, cs.DC, cs.LG",https://arxiv.org/abs/2601.17654,,,"The computing demand of AI is growing at an unprecedented rate, but energy supply is not keeping pace. As a result, energy has become an expensive and contended resource that requires explicit management and optimization. Although recent works have made significant progress in large model training optimization, they focus on optimizing either dynamic or static energy consumption. We find that fine-grained kernel scheduling and frequency scaling jointly and interdependently impact both dynamic and static energy consumption. Based on this finding, we design Kareus, a training system that pushes the time-energy tradeoff frontier by optimizing both aspects. Kareus decomposes the intractable joint optimization problem into local, partition-based subproblems. It then uses a multi-pass multi-obje",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2605.10556v2,EnergyLens: Interpretable Closed-Form Energy Models for Multimodal LLM Inference Serving,Vittorio Palladino; Gianluca Palermo; Michael E. Papka; Zhiling Lan,2026,"cs.CV, cs.LG, cs.CV",https://arxiv.org/abs/2605.10556,,,"As large language models span dense, mixture-of-experts, and state-space architectures and are deployed on heterogeneous accelerators under increasingly diverse multimodal workloads, optimising inference energy has become as critical as optimizing latency and throughput. Existing approaches either treat latency as an energy proxy or rely on data-hungry black-box surrogates. Both fail under varying parallelism strategies: latency and energy optima diverge in over 20% of configurations we tested, and black-box surrogates require hundreds of profiling samples to generalize across model families and hardware. We present EnergyLens, which uses symbolic regression as a structure-discovery tool over profiling data to derive a single twelve-parameter closed-form energy model expressed in terms of ",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2602.08240v1,PTS-SNN: A Prompt-Tuned Temporal Shift Spiking Neural Networks for Efficient Speech Emotion Recognition,Xun Su; Huamin Wang; Qi Zhang,2026,"cs.AI, cs.SD, cs.AI",https://arxiv.org/abs/2602.08240,,,"Speech Emotion Recognition (SER) is widely deployed in Human-Computer Interaction, yet the high computational cost of conventional models hinders their implementation on resource-constrained edge devices. Spiking Neural Networks (SNNs) offer an energy-efficient alternative due to their event-driven nature; however, their integration with continuous Self-Supervised Learning (SSL) representations is fundamentally challenged by distribution mismatch, where high-dynamic-range embeddings degrade the information coding capacity of threshold-based neurons. To resolve this, we propose Prompt-Tuned Spiking Neural Networks (PTS-SNN), a parameter-efficient neuromorphic adaptation framework that aligns frozen SSL backbones with spiking dynamics. Specifically, we introduce a Temporal Shift Spiking Enco",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2608.28044v1,Characterization of Request and Token Energy Costs for LLM Inference Workloads on GPU Platforms,Prabhu Vellaisamy; Vanessa Lam; Shawn Blanton; John Paul Shen,2026,"cs.PF, cs.DC, cs.LG, cs.PF",https://arxiv.org/abs/2608.28044,,,"Large language model (LLM) inference serving is priced by tokens, but GPU energy is consumed over inference windows. This accounting mismatch makes token-normalized metrics incomplete, since average output-token energy can decrease even when total request energy increases. We characterize this behavior with a decomposed energy model: a fixed one-time prefill with a fixed generation setup cost, while each output-token generation step adds marginal step energy. We evaluate this LLM inference energy model on NVIDIA H100 and H200 GPUs across dense and mixture-of-experts (MoE) models, reporting both request energy and token energy as functions of model type (M), phase (P), batch size (B), context length (C), and output length (N). For Llama-3.2-1B on H200 at batch-16 and context-4K, increasing ",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2607.19879v1,Current Injection Spiking Neural Network for Infrared and Visible Image Fusion,Rui Zhao; Zhuoyuan Li; Wenrui Li; Yanchen Dong; Yajing Zheng; Giuseppe Valenzise; Weisi Lin,2026,"cs.CV, cs.CV",https://arxiv.org/abs/2607.19879,,,"Infrared and visible image fusion (IVIF) integrates the complementary information of two modalities into a single image with richer scene content. While existing methods are largely built on artificial neural networks (ANNs), which densely compute over all activations, spiking neural networks (SNNs) communicate through sparse binary spikes and compute only where and when a spike occurs, offering a route to more energy-efficient fusion. However, directly applying SNNs to IVIF creates a fundamental tension: cross-modal fusion relies on fine-grained responses from both modalities, whereas binary spikes can discard complementary cues that remain below the firing threshold. The membrane potential retains these subthreshold responses before firing, letting both modalities jointly shape the outpu",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2601.10037v3,Parameter Efficient Machine Unlearning on Hybrid Resistive Memory based Compute-in-Memory Accelerators,Ning Lin; Jichang Yang; Yangu He; Zijian Ye; Kwun Hang Wong; Xinyuan Zhang; Songqi Wang; Zihao Li,2026,"cs.ET, cs.ET",https://arxiv.org/abs/2601.10037,,,"Resistive memory compute-in-memory accelerators provide energy efficient analogue matrix vector multiplication for neural network inference, but frequent reprogramming of analogue weights remains costly because of device variability and iterative write and verify operations. This limitation hinders their use in edge model adaptation, including approximate machine unlearning and continual learning, where model parameters may need to be updated repeatedly in response to data deletion requests or newly arriving tasks. Here we present a co-design approach across hardware and software that maps frozen pretrained weights to analogue resistive memory arrays while placing trainable low rank adaptation branches in SRAM connected digital compute. By using LoRA style parameter efficient updates, the ",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2604.00201v1,Scalable machine learning-based approaches for energy saving in densely deployed Open RAN,Xuanyu Liang; Ahmed Al-Tahmeesschi; Swarna Chetty; Cicek Cavdar; Berk Canberk; Hamed Ahmadi,2026,"eess.SY, eess.SY",https://arxiv.org/abs/2604.00201,,,"Densely deployed base stations are responsible for the majority of the energy consumed in Radio access network (RAN). While these deployments are crucial to deliver the required data rate in busy hours of the day, the network can save energy by switching some of them to sleep mode and maintain the coverage and quality of service with the other ones. Benefiting from the flexibility provided by the Open RAN in embedding machine learning (ML) in network operations, in this work we propose Deep Reinforcement Learning (DRL)-based energy saving solutions. Firstly we propose 3 different DRL-based methods in the form of xApps which control the Active/Sleep mode of up to 6 radio units (RUs) from Near Real time RAN Intelligent Controller (RIC). We also propose a further scalable federated DRL-based ",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2608.29869v1,Towards an Expressivity-Normalized Energy-Demand Comparison of ANNs and SNNs,Miriam Kranzlmüller; Pascal Esser; Gitta Kutyniok,2026,"cs.LG, cs.LG",https://arxiv.org/abs/2608.29869,,,"Spiking neural networks (SNNs) are often regarded as energy-efficient alternatives to artificial neural networks (ANNs), yet their advantage depends critically on both network architecture and data properties. We develop an analytical framework to compare fully-connected ReLU ANNs and integrate-and-fire SNNs for time-series data with respect to their theoretical energy efficiency at matched expressive capacity. By relating an inference-energy model to theoretical bounds on representational expressivity, we derive an expressivity-normalized efficiency ratio and explicit thresholds in network width, spike sparsity, and ANN depth scaling. Our analysis characterizes the regimes in which event-driven computation offsets the temporal overhead of SNNs, providing capacity-aware principles for desi",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2606.13454v1,Optical Implementation of Equilibrium Propagation Using Spatial Photonic Ising Machines,Dimitri Vanden Abeele; Daniele Veraldi; Davide Pierangeli; Claudio Conti; Serge Massar,2026,"physics.optics, cond-mat.dis-nn, cs.ET, cs.LG, physics.optics",https://arxiv.org/abs/2606.13454,,,"Equilibrium Propagation offers a compelling alternative to traditional machine learning for training energy-based networks. Here we demonstrate a hybrid optical-digital implementation of EP using a Spatial Photonic Ising Machine (SPIM). The SPIM exploits the gauge transformation method to optically encode both continuous neuron states and rank-1 binary trainable patterns as phase modulations via a spatial light modulator, with inference realized using a finite difference scheme. The experimental system is evaluated on the Wine classification dataset. The potential of this approach, including the use of continuous couplings and structured coupling matrices, is evaluated numerically on the more complex MNIST dataset. Our work provides a concrete pathway toward energy-efficient physical imple",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2604.27004v1,EdgeSpike: Spiking Neural Networks for Low-Power Autonomous Sensing in Edge IoT Architectures,Gustav Olaf Yunus Laitinen-Fredriksson Lundstrom-Imanov; Taner Yilmaz,2026,"cs.NE, cs.LG, eess.SP, cs.NE",https://arxiv.org/abs/2604.27004,,,"We propose EdgeSpike, a co-designed spiking neural network (SNN) framework for autonomous low-power sensing in edge Internet of Things (IoT) architectures. EdgeSpike unifies (i) a hybrid surrogate-gradient and direct-encoding training pipeline, (ii) a hardware-aware neural architecture search (NAS) bounded by per-inference energy and memory budgets, (iii) an event-driven runtime targeting Intel Loihi 2, SpiNNaker 2, and commodity ARM Cortex-M microcontrollers with custom spike-sparse SIMD kernels, and (iv) a lightweight local plasticity rule enabling continual on-device adaptation without backpropagation. The framework is evaluated across five sensing tasks (keyword spotting, vibration-based machine fault detection, surface electromyography gesture recognition, 77 GHz radar human-activity ",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2606.15004v1,CREST: Deployment-Realistic Hardware-in-the-Loop NAS for Embedded Sensing Systems,Joseph Q. Zales; Pragya Sharma; Mani Srivastava,2026,"eess.SY, cs.LG, eess.SY",https://arxiv.org/abs/2606.15004,,,"Deploying neural networks on low-power microcontrollers (MCUs) requires selecting model architectures under tight memory, latency, and energy constraints. Existing workflows often simplify this process along one or more axes: static proxy costs such as FLOPs or parameters, treating one MCU as representative, and continuous-inference tests instead of deployed sensing schedules. These assumptions can mis-rank Pareto-front candidates, miss infeasible deployments, and obscure schedule-dependent energy. We present CREST (Cross-platform Runtime Evaluation and Search Tool), a deployment-realistic hardware-in-the-loop (HIL) neural architecture search (NAS) framework for MCU sensing systems. CREST keeps the optimizer, HIL measurement boundary, logging, and replay workflow fixed while exposing workl",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2601.01441v1,Image Synthesis Using Spintronic Deep Convolutional Generative Adversarial Network,Saumya Gupta;  Abhinandan; Venkatesh vadde; Bhaskaran Muralidharan; Abhishek Sharma,2026,"physics.app-ph, cs.CV, physics.app-ph",https://arxiv.org/abs/2601.01441,,,"The computational requirements of generative adversarial networks (GANs) exceed the limit of conventional Von Neumann architectures, necessitating energy efficient alternatives such as neuromorphic spintronics. This work presents a hybrid CMOS-spintronic deep convolutional generative adversarial network (DCGAN) architecture for synthetic image generation. The proposed generative vision model approach follows the standard framework, leveraging generator and discriminators adversarial training with our designed spintronics hardware for deconvolution, convolution, and activation layers of the DCGAN architecture. To enable hardware aware spintronic implementation, the generator's deconvolution layers are restructured as zero padded convolution, allowing seamless integration with a 6-bit skyrmi",4,"energie, methodo",True,"all:""inference energy"" OR all:""training energ"
2601.04958v1,The unsuitability of existing regulations to reach sustainable AI,Thomas Le Goff,2026,"cs.CY, cs.CY",https://arxiv.org/abs/2601.04958,,,"This paper examines the European Union's emerging regulatory landscape - focusing on the AI Act, corporate sustainability reporting and due diligence regimes (CSRD and CSDDD), and data center regulation - to assess whether it can effectively govern AI's environmental footprint. We argue that, despite incremental progress, current approaches remain ill-suited to correcting the market failures underpinning AI-related energy use, water consumption, and material demand. Key shortcomings include narrow disclosure requirements, excessive reliance on voluntary standards, weak enforcement mechanisms, and a structural disconnect between AI-specific impacts and broader sustainability laws. The analysis situates these regulatory gaps within a wider ecosystem of academic research, civil society advoca",4,"acv, eau, energie",False,"all:""green AI"" OR all:""sustainable AI"" OR all"
2603.23668v1,Energy Efficient Software Hardware CoDesign for Machine Learning: From TinyML to Large Language Models,Mohammad Saleh Vahdatpour; Yanqing Zhang,2026,"cs.AR, cs.LG, cs.AR",https://arxiv.org/abs/2603.23668,,,"The rapid deployment of machine learning across platforms from milliwatt-class TinyML devices to large language models has made energy efficiency a primary constraint for sustainable AI. Across these scales, performance and energy are increasingly limited by data movement and memory-system behavior rather than by arithmetic throughput alone. This work reviews energy efficient software hardware codesign methods spanning edge inference and training to datacenter-scale LLM serving, covering accelerator architectures (e.g., ASIC/FPGA dataflows, processing-/compute-in-memory designs) and system-level techniques (e.g., partitioning, quantization, scheduling, and runtime adaptation). We distill common design levers and trade-offs, and highlight recurring gaps including limited cross-platform gene",4,"energie, methodo",True,"all:""carbon aware"" AND (all:computing OR all: | all:""energy efficiency"" AND all:""large langua | all:""green AI"" OR all:""sustainable AI"" OR all"
2605.16401v2,CADS: Conformal Adaptive Decision System for Cost-Efficient Image Classification,Mikael Turkoglu; Tim Bary; Vincent Thielens; Manon Dausort; Benoît Macq,2026,"cs.CV, cs.LG, cs.CV",https://arxiv.org/abs/2605.16401,,,"While high-capacity AI models have advanced state-of-the-art performance, their practical deployment is often hindered by high inference costs, environmental impact, and a ""one-size-fits-all"" approach that ignores varying sample complexity. In clinical settings for instance, the waste of computational resources on routine cases is a significant barrier to sustainable AI. In this paper, we introduce the Conformal Adaptive Decision System (CADS), a sequential multi-model algorithm designed to optimize resource allocation by efficiently sampling models based on the estimated data complexity. CADS leverages conformal prediction to quantify image uncertainty at runtime. CADS provides a mathematically grounded framework for balancing the cost-accuracy dilemma that dynamically routes samples thro",4,"acv, methodo",True,"all:""environmental impact"" AND (all:""artifici | all:""green AI"" OR all:""sustainable AI"" OR all"
2603.20897v3,The data heat island effect: quantifying the impact of AI data centers in a warming world,Andrea Marinoni; Erik Cambria; Weisi Lin; Mauro Dalla Mura; Jocelyn Chanussot; Edoardo Ragusa; Chi Yan Tso; Yihao Zhu,2026,"cs.CY, cs.AI, cs.AR, cs.CY",https://arxiv.org/abs/2603.20897,,,"The strong and continuous increase of AI-based services leads to the steady proliferation of AI data centres worldwide with the unavoidable escalation of their power consumption. It is unknown how this energy demand for computational purposes will impact the surrounding environment. Here, we focus our attention on the heat dissipation of AI hyperscalers. Taking advantage of land surface temperature measurements acquired by remote sensing platforms over the last decades, we are able to obtain a robust assessment of the temperature increase recorded in the areas surrounding AI data centres globally. We estimate that the land surface temperature increases by 2°C on average after the start of operations of an AI data centre, inducing local microclimate zones, which we call the data heat island",4,"carbone, energie, methodo",False,"all:""green AI"" OR all:""sustainable AI"" OR all"
2608.17711v2,Accuracy and Robustness of Model Cascades Under Data Perturbations,Pallavi Mitra; Jai Kushwaha; Felix Biessmann,2026,"cs.AI, cs.AI",https://arxiv.org/abs/2608.17711,,,"Prediction cascades significantly reduce energy consumption of Artificial Intelligence (AI) models while maintaining high predictive performance. The idea is that easy inputs are routed through a lightweight small model, and difficult uncertain cases are deferred to a larger model. While this design can improve computational efficiency on clean data, its effectiveness depends on the reliability of confidence-based routing. Input degradations, such as static corruptions and sequential perturbations, can shift model confidence and routing decisions. In this paper, we study confidence-based cascade frameworks for image classification and investigate how such degradations affect their confidence-based deferral behavior. We select a model cascade at the pareto-optimum of accuracy, routing quali",4,"energie, methodo",True,"all:""green AI"" OR all:""sustainable AI"" OR all"
2607.27704v1,LightRot: A Light-Weighted Rotation Scheme and Architecture for Accurate Low-Bit Large Language Model Inference,Sangjin Kim; Yuseon Choi; Jungjun Oh; Byeongcheol Kim; Hoi-Jun Yoo,2026,"cs.AR, cs.LG, cs.AR",https://arxiv.org/abs/2607.27704,,10.1109/JETCAS.2025.3558300,"As large language models (LLMs) continue to demonstrate exceptional capabilities across various domains, the challenge of achieving energy-efficient and accurate inference becomes increasingly critical. This work presents LightRot, a lightweight rotation scheme and dedicated hardware accelerator designed for low-bit LLM inference. The proposed architecture integrates Grouped Local Rotation (GLR) and Outlier Direction Aligning (ODA) algorithms with a hierarchical Fast Hadamard Transform (FHT)-based rotation unit to address key challenges in low-bit quantization, including the energy overhead of rotation operations. The proposed accelerator, implemented in a 28nm CMOS process, achieves a peak energy efficiency of 27.4 TOPS/W for 4-bit inference, surpassing prior state-of-the-art designs. Unl",4,"energie, methodo",True,"all:""energy efficiency"" AND all:""large langua | all:""green AI"" OR all:""sustainable AI"" OR all"
2601.21967v1,The Energy Impact of Domain Model Design in Classical Planning,Ilche Georgievski; Serhat Tekin; Marco Aiello,2026,"cs.AI, cs.SE, cs.AI",https://arxiv.org/abs/2601.21967,,10.1145/3793653.3793791,"AI research has traditionally prioritised algorithmic performance, such as optimising accuracy in machine learning or runtime in automated planning. The emerging paradigm of Green AI challenges this by recognising energy consumption as a critical performance dimension. Despite the high computational demands of automated planning, its energy efficiency has received little attention. This gap is particularly salient given the modular planning structure, in which domain models are specified independently of algorithms. On the other hand, this separation also enables systematic analysis of energy usage through domain model design. We empirically investigate how domain model characteristics affect the energy consumption of classical planners. We introduce a domain model configuration framework ",4,"energie, methodo",True,"all:""green AI"" OR all:""sustainable AI"" OR all"
2603.20224v1,Beyond Test-Time Compute Strategies: Advocating Energy-per-Token in LLM Inference,Patrick Wilhelm; Thorsten Wittkopp; Odej Kao,2026,"cs.CL, cs.CL",https://arxiv.org/abs/2603.20224,,,"Large Language Models (LLMs) demonstrate exceptional performance across diverse tasks but come with substantial energy and computational costs, particularly in request-heavy scenarios. In many real-world applications, the full scale and capabilities of LLMs are often unnecessary, as Small Language Models (SLMs) can provide accurate responses for simpler text generation tasks. When enhanced with advanced reasoning strategies, such as Chain-of-Thought (CoT) prompting or Majority Voting, SLMs can approach the performance of larger models while reducing overall computational requirements. However, these strategies can also introduce additional energy costs, creating an energy-accuracy trade-off. Our analysis examines these trade-offs in test-time compute strategies for smaller models compared ",4,"energie, methodo",True,"all:""energy efficiency"" AND all:""large langua | all:""green AI"" OR all:""sustainable AI"" OR all"
